plant_id,axis_id,environment,sex,obs,time_idx,year,GDD,Tmax,Tmin,night_hours,precip_monthly,DTR,PAR_midday,DLI,RFR_midday,PAR_morning,PAR_afternoon,RFR_morning,RFR_afternoon,is_cresc,phase_3class,phase_label,elongation,metamer_emission,leaf_increase,leaf_area_increase,leaf_shed,is_male,is_MO
10,P10_MO_G3,MO,F,O1,0,1,254.5,19.57,12.57,13.576666666666666,124.8,7.6,1474.3933333333332,39.508891999999996,1.1070321666666667,402.03898550724637,562.2480303030303,1.0804234782608695,1.1195831818181818,0,0,Rest,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_FUS_G1,FUS,M,O1,0,1,254.5,19.57,12.57,13.576666666666666,124.8,7.6,168.69500000000002,5.280435,0.6713425555555556,47.088913043478264,120.765,0.7038765217391305,0.7234356060606061,0,0,Rest,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_FUS_G2,FUS,M,O1,0,1,254.5,19.57,12.57,13.576666666666666,124.8,7.6,168.69500000000002,5.280435,0.6713425555555556,47.088913043478264,120.765,0.7038765217391305,0.7234356060606061,0,0,Rest,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_FUS_G3,FUS,M,O1,0,1,254.5,19.57,12.57,13.576666666666666,124.8,7.6,168.69500000000002,5.280435,0.6713425555555556,47.088913043478264,120.765,0.7038765217391305,0.7234356060606061,0,0,Rest,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_MO_G1,MO,F,O2,1,1,282.1,18.87,9.94,13.418279569892475,92.9,9.058064516129035,1474.3933333333332,39.508891999999996,1.1070321666666667,402.03898550724637,562.2480303030303,1.0804234782608695,1.1195831818181818,0,0,Rest,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_MO_G2,MO,F,O2,1,1,282.1,18.87,9.94,13.418279569892475,92.9,9.058064516129035,1474.3933333333332,39.508891999999996,1.1070321666666667,402.03898550724637,562.2480303030303,1.0804234782608695,1.1195831818181818,0,0,Rest,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_MO_G3,MO,F,O2,1,1,282.1,18.87,9.94,13.418279569892475,92.9,9.058064516129035,1474.3933333333332,39.508891999999996,1.1070321666666667,402.03898550724637,562.2480303030303,1.0804234782608695,1.1195831818181818,0,0,Rest,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_FUS_G1,FUS,M,O2,1,1,282.1,18.87,9.94,13.418279569892475,92.9,9.058064516129035,168.69500000000002,5.280435,0.6713425555555556,47.088913043478264,120.765,0.7038765217391305,0.7234356060606061,0,0,Rest,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_FUS_G2,FUS,M,O2,1,1,282.1,18.87,9.94,13.418279569892475,92.9,9.058064516129035,168.69500000000002,5.280435,0.6713425555555556,47.088913043478264,120.765,0.7038765217391305,0.7234356060606061,0,0,Rest,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_FUS_G3,FUS,M,O2,1,1,282.1,18.87,9.94,13.418279569892475,92.9,9.058064516129035,168.69500000000002,5.280435,0.6713425555555556,47.088913043478264,120.765,0.7038765217391305,0.7234356060606061,0,0,Rest,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_MO_G1,MO,F,O3,2,1,326.2,21.57,10.18,12.839247311827956,73.7,11.245161290322581,1474.3933333333332,39.508891999999996,1.1070321666666667,402.03898550724637,562.2480303030303,1.0804234782608695,1.1195831818181818,0,0,Rest,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_MO_G2,MO,F,O3,2,1,326.2,21.57,10.18,12.839247311827956,73.7,11.245161290322581,1474.3933333333332,39.508891999999996,1.1070321666666667,402.03898550724637,562.2480303030303,1.0804234782608695,1.1195831818181818,0,0,Rest,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_MO_G3,MO,F,O3,2,1,326.2,21.57,10.18,12.839247311827956,73.7,11.245161290322581,1474.3933333333332,39.508891999999996,1.1070321666666667,402.03898550724637,562.2480303030303,1.0804234782608695,1.1195831818181818,0,0,Rest,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_FUS_G1,FUS,M,O3,2,1,326.2,21.57,10.18,12.839247311827956,73.7,11.245161290322581,168.69500000000002,5.280435,0.6713425555555556,47.088913043478264,120.765,0.7038765217391305,0.7234356060606061,0,0,Rest,3.4,12.0,6.0,4.3,6.0,1,0
10,P10_FUS_G2,FUS,M,O3,2,1,326.2,21.57,10.18,12.839247311827956,73.7,11.245161290322581,168.69500000000002,5.280435,0.6713425555555556,47.088913043478264,120.765,0.7038765217391305,0.7234356060606061,0,0,Rest,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_FUS_G3,FUS,M,O3,2,1,326.2,21.57,10.18,12.839247311827956,73.7,11.245161290322581,168.69500000000002,5.280435,0.6713425555555556,47.088913043478264,120.765,0.7038765217391305,0.7234356060606061,0,0,Rest,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_MO_G1,MO,F,O5,3,1,281.7,20.17,8.61,12.069444444444445,31.5,11.493333333333336,1474.3933333333332,39.508891999999996,1.1070321666666667,402.03898550724637,562.2480303030303,1.0804234782608695,1.1195831818181818,0,0,Rest,6.0,23.0,7.0,58.89,16.0,0,1
10,P10_MO_G2,MO,F,O5,3,1,281.7,20.17,8.61,12.069444444444445,31.5,11.493333333333336,1474.3933333333332,39.508891999999996,1.1070321666666667,402.03898550724637,562.2480303030303,1.0804234782608695,1.1195831818181818,0,0,Rest,5.4,8.0,7.0,84.45,1.0,0,1
10,P10_MO_G3,MO,F,O5,3,1,281.7,20.17,8.61,12.069444444444445,31.5,11.493333333333336,1474.3933333333332,39.508891999999996,1.1070321666666667,402.03898550724637,562.2480303030303,1.0804234782608695,1.1195831818181818,0,0,Rest,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_FUS_G1,FUS,M,O5,3,1,281.7,20.17,8.61,12.069444444444445,31.5,11.493333333333336,168.69500000000002,5.280435,0.6713425555555556,47.088913043478264,120.765,0.7038765217391305,0.7234356060606061,0,0,Rest,20.9,5.0,4.0,145.5,1.0,1,0
10,P10_FUS_G2,FUS,M,O5,3,1,281.7,20.17,8.61,12.069444444444445,31.5,11.493333333333336,168.69500000000002,5.280435,0.6713425555555556,47.088913043478264,120.765,0.7038765217391305,0.7234356060606061,0,0,Rest,21.4,25.0,11.0,57.04,14.0,1,0
10,P10_FUS_G3,FUS,M,O5,3,1,281.7,20.17,8.61,12.069444444444445,31.5,11.493333333333336,168.69500000000002,5.280435,0.6713425555555556,47.088913043478264,120.765,0.7038765217391305,0.7234356060606061,0,0,Rest,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_MO_G1,MO,F,O7,4,1,460.1,24.84,14.85,11.248924731182797,173.1,10.503225806451614,1653.4391666666666,47.820049149999996,1.1107365277777776,647.6092844202899,636.3643276515152,1.0865897946859904,1.1215947159090909,1,2,Transition,19.6,7.0,7.0,640.11,0.0,0,1
10,P10_MO_G2,MO,F,O7,4,1,460.1,24.84,14.85,11.248924731182797,173.1,10.503225806451614,1653.4391666666666,47.820049149999996,1.1107365277777776,647.6092844202899,636.3643276515152,1.0865897946859904,1.1215947159090909,1,2,Transition,16.8,11.0,9.0,661.5,2.0,0,1
10,P10_MO_G3,MO,F,O7,4,1,460.1,24.84,14.85,11.248924731182797,173.1,10.503225806451614,1653.4391666666666,47.820049149999996,1.1107365277777776,647.6092844202899,636.3643276515152,1.0865897946859904,1.1215947159090909,1,2,Transition,14.1,14.0,11.0,621.0,3.0,0,1
10,P10_FUS_G1,FUS,M,O7,4,1,460.1,24.84,14.85,11.248924731182797,173.1,10.503225806451614,125.61441666666667,3.834195,0.6907866944444445,40.06020652173913,74.78767708333334,0.5979687817028986,0.6854532196969697,1,2,Transition,37.4,11.0,11.0,750.05,0.0,1,0
10,P10_FUS_G2,FUS,M,O7,4,1,460.1,24.84,14.85,11.248924731182797,173.1,10.503225806451614,125.61441666666667,3.834195,0.6907866944444445,40.06020652173913,74.78767708333334,0.5979687817028986,0.6854532196969697,1,2,Transition,44.8,8.0,8.0,615.24,0.0,1,0
10,P10_FUS_G3,FUS,M,O7,4,1,460.1,24.84,14.85,11.248924731182797,173.1,10.503225806451614,125.61441666666667,3.834195,0.6907866944444445,40.06020652173913,74.78767708333334,0.5979687817028986,0.6854532196969697,1,2,Transition,34.9,34.0,9.0,176.94,25.0,1,0
10,P10_MO_G1,MO,F,O9,5,1,444.8,24.43,15.22,10.520555555555555,188.2,8.726666666666668,1832.4850000000001,56.131206299999995,1.1144408888888888,893.1795833333334,710.480625,1.092756111111111,1.12360625,1,1,Growth,25.0,10.0,10.0,785.55,0.0,0,1
10,P10_MO_G2,MO,F,O9,5,1,444.8,24.43,15.22,10.520555555555555,188.2,8.726666666666668,1832.4850000000001,56.131206299999995,1.1144408888888888,893.1795833333334,710.480625,1.092756111111111,1.12360625,1,1,Growth,22.7,11.0,11.0,776.8,0.0,0,1
10,P10_MO_G3,MO,F,O9,5,1,444.8,24.43,15.22,10.520555555555555,188.2,8.726666666666668,1832.4850000000001,56.131206299999995,1.1144408888888888,893.1795833333334,710.480625,1.092756111111111,1.12360625,1,1,Growth,4.1,2.0,2.0,173.25,0.0,0,1
10,P10_FUS_G1,FUS,M,O9,5,1,444.8,24.43,15.22,10.520555555555555,188.2,8.726666666666668,82.53383333333333,2.387955,0.7102308333333334,33.0315,28.810354166666666,0.49206104166666664,0.6474708333333333,1,1,Growth,17.9,3.0,0.0,783.2,3.0,1,0
10,P10_FUS_G2,FUS,M,O9,5,1,444.8,24.43,15.22,10.520555555555555,188.2,8.726666666666668,82.53383333333333,2.387955,0.7102308333333334,33.0315,28.810354166666666,0.49206104166666664,0.6474708333333333,1,1,Growth,25.8,9.0,9.0,1601.91,0.0,1,0
10,P10_FUS_G3,FUS,M,O9,5,1,444.8,24.43,15.22,10.520555555555555,188.2,8.726666666666668,82.53383333333333,2.387955,0.7102308333333334,33.0315,28.810354166666666,0.49206104166666664,0.6474708333333333,1,1,Growth,27.5,7.0,7.0,703.62,0.0,1,0
10,P10_MO_G1,MO,F,O10,6,1,398.8,27.7,16.98,10.141935483870967,288.8,11.29032258064516,1705.0033333333336,53.21982704999999,1.0832638694444445,781.453125,779.0920833333333,1.0856867534722223,1.1087103333333332,1,1,Growth,2.4,0.0,0.0,29.35,0.0,0,1
10,P10_MO_G2,MO,F,O10,6,1,398.8,27.7,16.98,10.141935483870967,288.8,11.29032258064516,1705.0033333333336,53.21982704999999,1.0832638694444445,781.453125,779.0920833333333,1.0856867534722223,1.1087103333333332,1,1,Growth,10.5,4.0,4.0,155.12,0.0,0,1
10,P10_MO_G3,MO,F,O10,6,1,398.8,27.7,16.98,10.141935483870967,288.8,11.29032258064516,1705.0033333333336,53.21982704999999,1.0832638694444445,781.453125,779.0920833333333,1.0856867534722223,1.1087103333333332,1,1,Growth,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_FUS_G1,FUS,M,O10,6,1,398.8,27.7,16.98,10.141935483870967,288.8,11.29032258064516,77.3835,2.9195848799999995,0.67345475,29.1351875,76.275625,0.5281754166666666,0.6392845833333334,1,1,Growth,0.0,0.0,0.0,0.0,1.0,1,0
10,P10_FUS_G2,FUS,M,O10,6,1,398.8,27.7,16.98,10.141935483870967,288.8,11.29032258064516,77.3835,2.9195848799999995,0.67345475,29.1351875,76.275625,0.5281754166666666,0.6392845833333334,1,1,Growth,2.7,0.0,0.0,169.8,0.0,1,0
10,P10_FUS_G3,FUS,M,O10,6,1,398.8,27.7,16.98,10.141935483870967,288.8,11.29032258064516,77.3835,2.9195848799999995,0.67345475,29.1351875,76.275625,0.5281754166666666,0.6392845833333334,1,1,Growth,1.2,0.0,0.0,58.65,0.0,1,0
10,P10_MO_G1,MO,F,O12,7,1,625.4,28.29,17.45,10.341397849462364,127.9,10.077419354838707,1577.5216666666668,50.308447799999996,1.05208685,669.7266666666667,847.7035416666666,1.0786173958333334,1.0938144166666668,1,1,Growth,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_MO_G2,MO,F,O12,7,1,625.4,28.29,17.45,10.341397849462364,127.9,10.077419354838707,1577.5216666666668,50.308447799999996,1.05208685,669.7266666666667,847.7035416666666,1.0786173958333334,1.0938144166666668,1,1,Growth,33.0,13.0,10.0,283.53,3.0,0,1
10,P10_MO_G3,MO,F,O12,7,1,625.4,28.29,17.45,10.341397849462364,127.9,10.077419354838707,1577.5216666666668,50.308447799999996,1.05208685,669.7266666666667,847.7035416666666,1.0786173958333334,1.0938144166666668,1,1,Growth,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_FUS_G1,FUS,M,O12,7,1,625.4,28.29,17.45,10.341397849462364,127.9,10.077419354838707,72.23316666666666,3.4512147599999996,0.6366786666666666,25.238874999999997,123.74089583333334,0.5642897916666666,0.6310983333333333,1,1,Growth,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_FUS_G2,FUS,M,O12,7,1,625.4,28.29,17.45,10.341397849462364,127.9,10.077419354838707,72.23316666666666,3.4512147599999996,0.6366786666666666,25.238874999999997,123.74089583333334,0.5642897916666666,0.6310983333333333,1,1,Growth,4.0,5.0,0.0,20.55,5.0,1,0
10,P10_FUS_G3,FUS,M,O12,7,1,625.4,28.29,17.45,10.341397849462364,127.9,10.077419354838707,72.23316666666666,3.4512147599999996,0.6366786666666666,25.238874999999997,123.74089583333334,0.5642897916666666,0.6310983333333333,1,1,Growth,32.3,19.0,4.0,6.46,15.0,1,0
10,P10_MO_G1,MO,F,O13,8,1,384.6,28.3,18.44,10.964880952380952,82.2,10.859605911330046,1319.2091666666668,38.4755949,1.0561539249999998,486.70427083333334,549.7655803571429,1.0952947395833332,1.0710186369047618,1,1,Growth,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_MO_G2,MO,F,O13,8,1,384.6,28.3,18.44,10.964880952380952,82.2,10.859605911330046,1319.2091666666668,38.4755949,1.0561539249999998,486.70427083333334,549.7655803571429,1.0952947395833332,1.0710186369047618,1,1,Growth,19.1,12.0,11.0,185.25,1.0,0,1
10,P10_MO_G3,MO,F,O13,8,1,384.6,28.3,18.44,10.964880952380952,82.2,10.859605911330046,1319.2091666666668,38.4755949,1.0561539249999998,486.70427083333334,549.7655803571429,1.0952947395833332,1.0710186369047618,1,1,Growth,0.5,0.0,0.0,5.65,0.0,0,1
10,P10_FUS_G1,FUS,M,O13,8,1,384.6,28.3,18.44,10.964880952380952,82.2,10.859605911330046,74.65858333333333,2.7920893799999997,0.6385324583333333,25.111104166666664,77.17282886904762,0.5553263541666666,0.6394401190476191,1,1,Growth,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_FUS_G2,FUS,M,O13,8,1,384.6,28.3,18.44,10.964880952380952,82.2,10.859605911330046,74.65858333333333,2.7920893799999997,0.6385324583333333,25.111104166666664,77.17282886904762,0.5553263541666666,0.6394401190476191,1,1,Growth,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_FUS_G3,FUS,M,O13,8,1,384.6,28.3,18.44,10.964880952380952,82.2,10.859605911330046,74.65858333333333,2.7920893799999997,0.6385324583333333,25.111104166666664,77.17282886904762,0.5553263541666666,0.6394401190476191,1,1,Growth,18.1,10.0,9.0,290.96,1.0,1,0
10,P10_MO_G1,MO,F,O15,9,1,699.6,27.02,16.29,11.759677419354839,95.3,11.606451612903225,1060.8966666666668,26.642742,1.0602209999999999,303.681875,251.82761904761907,1.1119720833333333,1.0482228571428571,1,1,Growth,27.9,12.0,9.0,377.8,3.0,0,1
10,P10_MO_G2,MO,F,O15,9,1,699.6,27.02,16.29,11.759677419354839,95.3,11.606451612903225,1060.8966666666668,26.642742,1.0602209999999999,303.681875,251.82761904761907,1.1119720833333333,1.0482228571428571,1,1,Growth,34.1,16.0,16.0,421.27,0.0,0,1
10,P10_MO_G3,MO,F,O15,9,1,699.6,27.02,16.29,11.759677419354839,95.3,11.606451612903225,1060.8966666666668,26.642742,1.0602209999999999,303.681875,251.82761904761907,1.1119720833333333,1.0482228571428571,1,1,Growth,19.3,18.0,18.0,170.91,0.0,0,1
10,P10_FUS_G1,FUS,M,O15,9,1,699.6,27.02,16.29,11.759677419354839,95.3,11.606451612903225,77.084,2.132964,0.6403862499999999,24.983333333333334,30.604761904761908,0.5463629166666667,0.6477819047619048,1,1,Growth,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_FUS_G2,FUS,M,O15,9,1,699.6,27.02,16.29,11.759677419354839,95.3,11.606451612903225,77.084,2.132964,0.6403862499999999,24.983333333333334,30.604761904761908,0.5463629166666667,0.6477819047619048,1,1,Growth,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_FUS_G3,FUS,M,O15,9,1,699.6,27.02,16.29,11.759677419354839,95.3,11.606451612903225,77.084,2.132964,0.6403862499999999,24.983333333333334,30.604761904761908,0.5463629166666667,0.6477819047619048,1,1,Growth,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_MO_G1,MO,F,O17,10,1,508.8,27.73,16.19,12.576111111111112,163.9,10.340000000000002,799.5080222222223,19.434765328999998,1.0889678333333332,204.41720614583332,186.67474206349206,1.0415594791666667,1.058017619047619,1,1,Growth,12.8,6.0,6.0,288.2,0.0,0,1
10,P10_MO_G2,MO,F,O17,10,1,508.8,27.73,16.19,12.576111111111112,163.9,10.340000000000002,799.5080222222223,19.434765328999998,1.0889678333333332,204.41720614583332,186.67474206349206,1.0415594791666667,1.058017619047619,1,1,Growth,6.1,4.0,4.0,103.88,0.0,0,1
10,P10_MO_G3,MO,F,O17,10,1,508.8,27.73,16.19,12.576111111111112,163.9,10.340000000000002,799.5080222222223,19.434765328999998,1.0889678333333332,204.41720614583332,186.67474206349206,1.0415594791666667,1.058017619047619,1,1,Growth,3.9,4.0,4.0,100.34,0.0,0,1
10,P10_FUS_G1,FUS,M,O17,10,1,508.8,27.73,16.19,12.576111111111112,163.9,10.340000000000002,53.55433888888889,1.4964096199999999,0.6967120694444444,15.62109375,25.593096825396827,0.5926528125,0.6640030952380953,1,1,Growth,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_FUS_G2,FUS,M,O17,10,1,508.8,27.73,16.19,12.576111111111112,163.9,10.340000000000002,53.55433888888889,1.4964096199999999,0.6967120694444444,15.62109375,25.593096825396827,0.5926528125,0.6640030952380953,1,1,Growth,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_FUS_G3,FUS,M,O17,10,1,508.8,27.73,16.19,12.576111111111112,163.9,10.340000000000002,53.55433888888889,1.4964096199999999,0.6967120694444444,15.62109375,25.593096825396827,0.5926528125,0.6640030952380953,1,1,Growth,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_MO_G1,MO,F,O18,11,1,257.35,20.67,12.78,13.238888888888889,111.4,6.282795698924733,538.1193777777778,12.226788657999998,1.1177146666666666,105.15253729166666,121.52186507936507,0.971146875,1.067812380952381,0,2,Transition,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_MO_G2,MO,F,O18,11,1,257.35,20.67,12.78,13.238888888888889,111.4,6.282795698924733,538.1193777777778,12.226788657999998,1.1177146666666666,105.15253729166666,121.52186507936507,0.971146875,1.067812380952381,0,2,Transition,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_MO_G3,MO,F,O18,11,1,257.35,20.67,12.78,13.238888888888889,111.4,6.282795698924733,538.1193777777778,12.226788657999998,1.1177146666666666,105.15253729166666,121.52186507936507,0.971146875,1.067812380952381,0,2,Transition,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_FUS_G1,FUS,M,O18,11,1,257.35,20.67,12.78,13.238888888888889,111.4,6.282795698924733,30.02467777777778,0.8598552399999999,0.7530378888888889,6.258854166666667,20.581431746031747,0.6389427083333333,0.6802242857142857,0,2,Transition,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_FUS_G2,FUS,M,O18,11,1,257.35,20.67,12.78,13.238888888888889,111.4,6.282795698924733,30.02467777777778,0.8598552399999999,0.7530378888888889,6.258854166666667,20.581431746031747,0.6389427083333333,0.6802242857142857,0,2,Transition,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_FUS_G3,FUS,M,O18,11,1,257.35,20.67,12.78,13.238888888888889,111.4,6.282795698924733,30.02467777777778,0.8598552399999999,0.7530378888888889,6.258854166666667,20.581431746031747,0.6389427083333333,0.6802242857142857,0,2,Transition,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_MO_G1,MO,F,O19,12,2,268.5,16.82,9.45,13.573333333333332,52.8,8.499999999999998,756.7875222222222,18.398935829,1.100986,216.80204989583336,213.92545634920634,1.0080453125,1.086895,0,0,Rest,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_MO_G2,MO,F,O19,12,2,268.5,16.82,9.45,13.573333333333332,52.8,8.499999999999998,756.7875222222222,18.398935829,1.100986,216.80204989583336,213.92545634920634,1.0080453125,1.086895,0,0,Rest,0.0,0.0,0.0,0.0,33.0,0,1
10,P10_MO_G3,MO,F,O19,12,2,268.5,16.82,9.45,13.573333333333332,52.8,8.499999999999998,756.7875222222222,18.398935829,1.100986,216.80204989583336,213.92545634920634,1.0080453125,1.086895,0,0,Rest,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_FUS_G1,FUS,M,O19,12,2,268.5,16.82,9.45,13.573333333333332,52.8,8.499999999999998,51.55939444444445,1.4373516199999998,0.7899986944444444,29.544947916666665,17.908811111111113,0.7436183854166667,0.7313225000000001,0,0,Rest,0.0,0.0,0.0,0.0,3.0,1,0
10,P10_FUS_G2,FUS,M,O19,12,2,268.5,16.82,9.45,13.573333333333332,52.8,8.499999999999998,51.55939444444445,1.4373516199999998,0.7899986944444444,29.544947916666665,17.908811111111113,0.7436183854166667,0.7313225000000001,0,0,Rest,0.0,0.0,0.0,0.0,8.0,1,0
10,P10_FUS_G3,FUS,M,O19,12,2,268.5,16.82,9.45,13.573333333333332,52.8,8.499999999999998,51.55939444444445,1.4373516199999998,0.7899986944444444,29.544947916666665,17.908811111111113,0.7436183854166667,0.7313225000000001,0,0,Rest,0.0,0.0,0.0,0.0,15.0,1,0
10,P10_MO_G1,MO,F,O20,13,2,332.9,20.05,12.15,13.431182795698925,128.5,6.55247311827957,975.4556666666666,24.571082999999998,1.0842573333333334,328.4515625,306.3290476190476,1.04494375,1.105977619047619,0,0,Rest,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_MO_G2,MO,F,O20,13,2,332.9,20.05,12.15,13.431182795698925,128.5,6.55247311827957,975.4556666666666,24.571082999999998,1.0842573333333334,328.4515625,306.3290476190476,1.04494375,1.105977619047619,0,0,Rest,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_MO_G3,MO,F,O20,13,2,332.9,20.05,12.15,13.431182795698925,128.5,6.55247311827957,975.4556666666666,24.571082999999998,1.0842573333333334,328.4515625,306.3290476190476,1.04494375,1.105977619047619,0,0,Rest,0.0,0.0,0.0,0.0,5.0,0,1
10,P10_FUS_G1,FUS,M,O20,13,2,332.9,20.05,12.15,13.431182795698925,128.5,6.55247311827957,73.09411111111112,2.0148479999999998,0.8269595,52.831041666666664,15.236190476190476,0.8482940625,0.7824207142857144,0,0,Rest,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_FUS_G2,FUS,M,O20,13,2,332.9,20.05,12.15,13.431182795698925,128.5,6.55247311827957,73.09411111111112,2.0148479999999998,0.8269595,52.831041666666664,15.236190476190476,0.8482940625,0.7824207142857144,0,0,Rest,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_FUS_G3,FUS,M,O20,13,2,332.9,20.05,12.15,13.431182795698925,128.5,6.55247311827957,73.09411111111112,2.0148479999999998,0.8269595,52.831041666666664,15.236190476190476,0.8482940625,0.7824207142857144,0,0,Rest,0.0,0.0,0.0,0.0,1.0,1,0
10,P10_MO_G1,MO,F,O21,14,2,254.2,17.54,8.85,12.861827956989247,55.4,11.245161290322583,869.3336666666667,23.399452124999996,1.0151901666666667,337.36972767857145,309.48209199134203,0.9661597321428572,1.065224604978355,0,0,Rest,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_MO_G2,MO,F,O21,14,2,254.2,17.54,8.85,12.861827956989247,55.4,11.245161290322583,869.3336666666667,23.399452124999996,1.0151901666666667,337.36972767857145,309.48209199134203,0.9661597321428572,1.065224604978355,0,0,Rest,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_MO_G3,MO,F,O21,14,2,254.2,17.54,8.85,12.861827956989247,55.4,11.245161290322583,869.3336666666667,23.399452124999996,1.0151901666666667,337.36972767857145,309.48209199134203,0.9661597321428572,1.065224604978355,0,0,Rest,0.0,0.0,0.0,0.0,0.0,0,1
10,P10_FUS_G1,FUS,M,O21,14,2,254.2,17.54,8.85,12.861827956989247,55.4,11.245161290322583,98.39322222222222,2.7628546049999994,0.8015988333333333,40.36328511904762,42.95580546536797,0.8185490550595238,0.8055517207792209,0,0,Rest,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_FUS_G2,FUS,M,O21,14,2,254.2,17.54,8.85,12.861827956989247,55.4,11.245161290322583,98.39322222222222,2.7628546049999994,0.8015988333333333,40.36328511904762,42.95580546536797,0.8185490550595238,0.8055517207792209,0,0,Rest,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_FUS_G3,FUS,M,O21,14,2,254.2,17.54,8.85,12.861827956989247,55.4,11.245161290322583,98.39322222222222,2.7628546049999994,0.8015988333333333,40.36328511904762,42.95580546536797,0.8185490550595238,0.8055517207792209,0,0,Rest,0.0,0.0,0.0,0.0,0.0,1,0
10,P10_MO_G1,MO,F,O22,15,2,359.8,22.05,11.17,12.09611111111111,135.4,10.541935483870969,763.2116666666666,22.227821249999998,0.946123,346.2878928571429,312.6351363636364,0.8873757142857143,1.024471590909091,0,0,Rest,0.7,7.0,0.0,0.89,7.0,0,1
